"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Face Pull",,"",2,"normal",27.5,12,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Leg Raise Parallel Bars",,"",1,"normal",,20,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Leg Raise Parallel Bars",,"",2,"normal",,20,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Yarım Mekik (Makine)",,"",0,"normal",40,8,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Yarım Mekik (Makine)",,"",1,"normal",40,8,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Yarım Mekik (Makine)",,"",2,"normal",40,12,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",2,"normal",10,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",3,"normal",12,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",4,"normal",12,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Makine Barfiks (Destekli)",,"",5,"normal",12,10,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Bicep Curl (Dambıl)",,"",0,"normal",16,8,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Bicep Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Bicep Curl (Dambıl)",,"",2,"normal",16,8,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Hammer Curl (Dambıl)",,"",0,"normal",18,6,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Hammer Curl (Dambıl)",,"",1,"normal",18,6,,,
"Pull","1 Kas 2024, 13:40","1 Kas 2024, 14:27","","Hammer Curl (Dambıl)",,"",2,"normal",18,6,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Incline Bench Press (Dambıl)",,"",1,"normal",34,10,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Incline Bench Press (Dambıl)",,"",2,"normal",34,10,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Incline Bench Press (Dambıl)",,"",3,"normal",34,9,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Butterfly (Pec Deck)",,"",0,"normal",50,9,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Butterfly (Pec Deck)",,"",2,"normal",50,9,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Butterfly (Pec Deck)",,"",3,"normal",50,8,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Triceps Rope Pushdown",,"",0,"normal",25,12,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Triceps Rope Pushdown",,"",1,"normal",25,12,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Triceps Rope Pushdown",,"",2,"normal",25,9,,,
"Göğüs","31 Eki 2024, 15:00","31 Eki 2024, 15:42","","Triceps Rope Pushdown",,"",3,"normal",25,7,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Shoulder Press (Dambıl)",,"",0,"normal",32,8,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Shoulder Press (Dambıl)",,"",1,"normal",32,9,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Shoulder Press (Dambıl)",,"",2,"normal",32,10,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Face Pull",,"",2,"normal",40,10,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Leg Raise Parallel Bars",,"",2,"normal",,11,,,
"Omuz/Karın","29 Eki 2024, 15:32","29 Eki 2024, 16:22","","Yarım Mekik (Makine)",,"",0,"normal",40,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Makine Barfiks (Destekli)",,"",2,"normal",10,9,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Makine Barfiks (Destekli)",,"",3,"normal",12,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Iso-Lateral Row (Makine)",,"",2,"normal",75,12,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Bicep Curl (Cable)",,"",0,"normal",20,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Bicep Curl (Cable)",,"",1,"normal",20,10,,,
"Pull","28 Eki 2024, 11:44","28 Eki 2024, 12:42","","Bicep Curl (Cable)",,"",2,"normal",20,8,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Incline Bench Press (Dambıl)",,"",1,"normal",34,10,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Incline Bench Press (Dambıl)",,"",3,"normal",34,9,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Butterfly (Pec Deck)",,"",0,"normal",50,9,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Butterfly (Pec Deck)",,"",2,"normal",50,8,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Butterfly (Pec Deck)",,"",3,"normal",50,8,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Triceps Pushdown",,"",0,"normal",30,10,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Triceps Pushdown",,"",1,"normal",30,9,,,
"Göğüs","27 Eki 2024, 13:55","27 Eki 2024, 14:45","","Triceps Pushdown",,"",2,"normal",30,8,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Leg Raise Parallel Bars",,"",1,"normal",,20,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Leg Raise Parallel Bars",,"",2,"normal",,20,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Yarım Mekik (Makine)",,"",0,"normal",35,8,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Yarım Mekik (Makine)",,"",1,"normal",35,10,,,
"Omuz/Karın","25 Eki 2024, 16:17","25 Eki 2024, 16:32","","Yarım Mekik (Makine)",,"",2,"normal",35,12,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Shoulder Press (Dambıl)",,"",0,"normal",32,7,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Shoulder Press (Dambıl)",,"",1,"normal",32,8,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Shoulder Press (Dambıl)",,"",2,"normal",32,10,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","24 Eki 2024, 12:05","24 Eki 2024, 12:36","","Face Pull",,"",2,"normal",40,12,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Makine Barfiks (Destekli)",,"",2,"normal",10,9,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Makine Barfiks (Destekli)",,"",3,"normal",12,6,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Iso-Lateral Row (Makine)",,"",2,"normal",75,12,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Iso-Lateral Row (Makine)",,"",3,"normal",60,12,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Bicep Curl (Dambıl)",,"",0,"normal",16,6,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Bicep Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","23 Eki 2024, 10:15","23 Eki 2024, 10:40","","Bicep Curl (Dambıl)",,"",2,"normal",16,6,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Incline Bench Press (Dambıl)",,"",3,"normal",32,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Butterfly (Pec Deck)",,"",0,"normal",50,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Butterfly (Pec Deck)",,"",2,"normal",50,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Butterfly (Pec Deck)",,"",3,"normal",50,8,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Triceps Pushdown",,"",0,"normal",30,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Triceps Pushdown",,"",1,"normal",30,9,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Triceps Pushdown",,"",2,"normal",30,7,,,
"Göğüs","22 Eki 2024, 11:31","22 Eki 2024, 12:10","","Triceps Pushdown",,"",3,"normal",30,7,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Shoulder Press (Dambıl)",,"",0,"normal",32,6,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Shoulder Press (Dambıl)",,"",1,"normal",32,8,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Shoulder Press (Dambıl)",,"",2,"normal",32,10,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Lateral Raise (Makine)",,"",0,"normal",30,12,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Lateral Raise (Makine)",,"",1,"normal",30,12,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Lateral Raise (Makine)",,"",2,"normal",30,10,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Face Pull",,"",2,"normal",40,12,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Leg Raise Parallel Bars",,"",1,"normal",,20,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Leg Raise Parallel Bars",,"",2,"normal",,15,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Yarım Mekik (Makine)",,"",0,"normal",40,10,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Yarım Mekik (Makine)",,"",1,"normal",40,10,,,
"Omuz/Karın","20 Eki 2024, 14:29","20 Eki 2024, 15:19","","Yarım Mekik (Makine)",,"",2,"normal",40,5,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Makine Barfiks (Destekli)",,"",0,"normal",10,9,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Makine Barfiks (Destekli)",,"",1,"normal",10,9,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Makine Barfiks (Destekli)",,"",2,"normal",10,9,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Iso-Lateral Row (Makine)",,"",1,"normal",75,10,,,
"Pull","19 Eki 2024, 16:24","19 Eki 2024, 16:48","","Iso-Lateral Row (Makine)",,"",2,"normal",75,8,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Incline Bench Press (Dambıl)",,"",0,"normal",34,9,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Incline Bench Press (Dambıl)",,"",3,"normal",32,10,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Butterfly (Pec Deck)",,"",0,"normal",45,12,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Butterfly (Pec Deck)",,"",2,"normal",45,12,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Butterfly (Pec Deck)",,"",3,"normal",45,12,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Triceps Pushdown",,"",0,"normal",30,9,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Triceps Pushdown",,"",1,"normal",30,9,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Triceps Pushdown",,"",2,"normal",30,7,,,
"Göğüs","18 Eki 2024, 13:34","18 Eki 2024, 14:28","","Triceps Pushdown",,"",3,"normal",30,7,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Shoulder Press (Dambıl)",,"",1,"normal",30,10,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Shoulder Press (Dambıl)",,"",2,"normal",30,10,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Face Pull",,"",2,"normal",40,12,,,
"Omuz/Karın","16 Eki 2024, 10:23","16 Eki 2024, 10:53","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Makine Barfiks (Destekli)",,"",1,"normal",10,9,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Makine Barfiks (Destekli)",,"",2,"normal",10,7,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Iso-Lateral Row (Makine)",,"",2,"normal",75,9,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,11,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,12,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Bicep Curl (Dambıl)",,"",0,"normal",16,6,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Bicep Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","15 Eki 2024, 12:04","15 Eki 2024, 12:39","","Bicep Curl (Dambıl)",,"",2,"normal",16,6,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Incline Bench Press (Dambıl)",,"",0,"normal",32,10,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Incline Bench Press (Dambıl)",,"",1,"normal",32,10,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Incline Bench Press (Dambıl)",,"",2,"normal",32,10,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Incline Bench Press (Dambıl)",,"",3,"normal",32,9,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Triceps Pushdown",,"",0,"normal",25,12,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Triceps Pushdown",,"",1,"normal",30,8,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Triceps Pushdown",,"",2,"normal",30,7,,,
"Göğüs","14 Eki 2024, 13:09","14 Eki 2024, 13:54","","Triceps Pushdown",,"",3,"normal",30,8,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Shoulder Press (Dambıl)",,"",1,"normal",30,9,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Shoulder Press (Dambıl)",,"",2,"normal",30,10,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Lateral Raise (Dambıl)",,"",1,"normal",12,12,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Face Pull",,"",2,"normal",40,12,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Leg Raise Parallel Bars",,"",2,"normal",,15,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Yarım Mekik (Makine)",,"",0,"normal",40,6,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Yarım Mekik (Makine)",,"",1,"normal",40,6,,,
"Omuz/Karın","11 Eki 2024, 15:30","11 Eki 2024, 16:16","","Yarım Mekik (Makine)",,"",2,"normal",40,5,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Makine Barfiks (Destekli)",,"",0,"normal",12,12,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Makine Barfiks (Destekli)",,"",1,"normal",12,11,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Makine Barfiks (Destekli)",,"",2,"normal",12,7,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Iso-Lateral Row (Makine)",,"",2,"normal",75,9,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,9,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,10,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Bicep Curl (Dambıl)",,"",0,"normal",16,9,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Bicep Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Bicep Curl (Dambıl)",,"",2,"normal",16,6,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Hammer Curl (Dambıl)",,"",0,"normal",18,6,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Hammer Curl (Dambıl)",,"",1,"normal",18,6,,,
"Pull","10 Eki 2024, 11:42","10 Eki 2024, 12:28","","Hammer Curl (Dambıl)",,"",2,"normal",18,5,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Incline Bench Press (Dambıl)",,"",0,"normal",32,12,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Incline Bench Press (Dambıl)",,"",1,"normal",32,10,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Incline Bench Press (Dambıl)",,"",2,"normal",32,8,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Incline Bench Press (Dambıl)",,"",3,"normal",32,9,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Butterfly (Pec Deck)",,"",0,"normal",45,10,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Butterfly (Pec Deck)",,"",1,"normal",45,9,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Butterfly (Pec Deck)",,"",2,"normal",45,8,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Butterfly (Pec Deck)",,"",3,"normal",45,7,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Triceps Pushdown",,"",0,"normal",30,12,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Triceps Pushdown",,"",1,"normal",25,12,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Triceps Pushdown",,"",2,"normal",25,10,,,
"Göğüs","9 Eki 2024, 14:20","9 Eki 2024, 14:55","","Triceps Pushdown",,"",3,"normal",25,9,,,
"Omuz/Karın","7 Eki 2024, 13:08","7 Eki 2024, 13:47","","Shoulder Press (Dambıl)",,"",0,"normal",30,9,,,
"Omuz/Karın","7 Eki 2024, 13:08","7 Eki 2024, 13:47","","Shoulder Press (Dambıl)",,"",1,"normal",30,9,,,
