"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Squat (Smith Machine)",,"",1,"normal",70,9,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Squat (Smith Machine)",,"",2,"normal",70,10,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Leg Extension (Makine)",,"",0,"normal",60,12,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Leg Extension (Makine)",,"",1,"normal",60,12,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Leg Extension (Makine)",,"",2,"normal",60,12,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Oturarak Leg Curl (Makine)",,"",0,"normal",50,8,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Oturarak Leg Curl (Makine)",,"",1,"normal",50,7,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Oturarak Leg Curl (Makine)",,"",2,"normal",50,6,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Back Extension (Ağırlıklı Hyperextension)",,"",0,"normal",32,12,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Back Extension (Ağırlıklı Hyperextension)",,"",1,"normal",32,12,,,
"Leg","22 Ağu 2024, 18:41","22 Ağu 2024, 19:52","","Back Extension (Ağırlıklı Hyperextension)",,"",2,"normal",32,12,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Shoulder Press (Dambıl)",,"",1,"normal",30,9,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Shoulder Press (Dambıl)",,"",2,"normal",30,7,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Lateral Raise (Dambıl)",,"",2,"normal",12,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Face Pull",,"",0,"normal",40,10,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Face Pull",,"",1,"normal",40,10,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Face Pull",,"",2,"normal",40,10,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Leg Raise Parallel Bars",,"",2,"normal",,15,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Yarım Mekik (Makine)",,"",0,"normal",40,12,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Yarım Mekik (Makine)",,"",1,"normal",40,12,,,
"Omuz/Karın","21 Ağu 2024, 18:56","21 Ağu 2024, 19:48","","Yarım Mekik (Makine)",,"",2,"normal",40,12,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",0,"normal",,3,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",1,"normal",,5,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",2,"normal",,5,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",3,"normal",,5,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",4,"normal",,5,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",5,"normal",,1,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",6,"normal",,3,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",7,"normal",,3,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",8,"normal",,2,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",9,"normal",,2,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",10,"normal",,3,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Barfiks",,"",11,"normal",,2,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Inverted Row",,"",0,"normal",,10,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Inverted Row",,"",1,"normal",,12,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Inverted Row",,"",2,"normal",,10,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Inverted Row",,"",3,"normal",,10,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Inverted Row",,"",4,"normal",,10,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Tek Kol Lat Pulldown",,"",0,"normal",35,12,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Tek Kol Lat Pulldown",,"",1,"normal",35,6,,,
"Pull","20 Ağu 2024, 16:38","20 Ağu 2024, 17:32","","Tek Kol Lat Pulldown",,"",2,"normal",35,12,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Incline Bench Press (Dambıl)",,"",0,"normal",34,8,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Incline Bench Press (Dambıl)",,"",3,"normal",34,7,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Butterfly (Pec Deck)",,"",1,"normal",55,12,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Butterfly (Pec Deck)",,"",2,"normal",55,10,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Butterfly (Pec Deck)",,"",3,"normal",55,10,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Skullcrusher (Bar)",,"",0,"normal",20,10,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Skullcrusher (Bar)",,"",1,"normal",20,8,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Skullcrusher (Bar)",,"",2,"normal",20,10,,,
"Göğüs","19 Ağu 2024, 18:25","19 Ağu 2024, 19:16","","Skullcrusher (Bar)",,"",3,"normal",20,9,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Shoulder Press (Dambıl)",,"",1,"normal",30,9,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Shoulder Press (Dambıl)",,"",2,"normal",30,8,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Lateral Raise (Dambıl)",,"",0,"normal",14,12,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Lateral Raise (Dambıl)",,"",1,"normal",14,12,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Lateral Raise (Dambıl)",,"",2,"normal",14,12,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Face Pull",,"",0,"normal",40,10,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Face Pull",,"",1,"normal",40,10,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Face Pull",,"",2,"normal",40,10,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Leg Raise Parallel Bars",,"",0,"normal",,15,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Leg Raise Parallel Bars",,"",1,"normal",,15,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Leg Raise Parallel Bars",,"",2,"normal",,15,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Yarım Mekik (Makine)",,"",0,"normal",45,10,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Yarım Mekik (Makine)",,"",1,"normal",45,9,,,
"Omuz/Karın","17 Ağu 2024, 13:39","17 Ağu 2024, 14:34","","Yarım Mekik (Makine)",,"",2,"normal",45,8,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Lat Pulldown (Cable)",,"",1,"normal",70,10,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Lat Pulldown (Cable)",,"",2,"normal",70,9,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Iso-Lateral Row (Makine)",,"",0,"normal",85,12,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Iso-Lateral Row (Makine)",,"",1,"normal",85,11,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Iso-Lateral Row (Makine)",,"",2,"normal",85,9,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,12,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Bicep Curl (Dambıl)",,"",1,"normal",16,9,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Bicep Curl (Dambıl)",,"",2,"normal",16,8,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Hammer Curl (Dambıl)",,"",0,"normal",18,8,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Hammer Curl (Dambıl)",,"",1,"normal",18,8,,,
"Pull","16 Ağu 2024, 16:47","16 Ağu 2024, 17:46","","Hammer Curl (Dambıl)",,"",2,"normal",18,8,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Incline Bench Press (Dambıl)",,"",0,"normal",34,9,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Incline Bench Press (Dambıl)",,"",3,"normal",34,7,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Butterfly (Pec Deck)",,"",1,"normal",55,8,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Butterfly (Pec Deck)",,"",2,"normal",55,8,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Butterfly (Pec Deck)",,"",3,"normal",55,7,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Skullcrusher (Bar)",,"",0,"normal",20,10,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Skullcrusher (Bar)",,"",2,"normal",20,10,,,
"Göğüs","15 Ağu 2024, 16:45","15 Ağu 2024, 17:28","","Skullcrusher (Bar)",,"",3,"normal",20,9,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Squat (Smith Machine)",,"",0,"normal",70,8,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Squat (Smith Machine)",,"",1,"normal",70,8,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Squat (Smith Machine)",,"",2,"normal",70,8,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Leg Extension (Makine)",,"",0,"normal",55,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Leg Extension (Makine)",,"",1,"normal",55,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Leg Extension (Makine)",,"",2,"normal",55,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Oturarak Leg Curl (Makine)",,"",0,"normal",45,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Oturarak Leg Curl (Makine)",,"",1,"normal",45,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Oturarak Leg Curl (Makine)",,"",2,"normal",45,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Back Extension (Ağırlıklı Hyperextension)",,"",0,"normal",30,12,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Back Extension (Ağırlıklı Hyperextension)",,"",1,"normal",30,15,,,
"Leg","14 Ağu 2024, 18:18","14 Ağu 2024, 18:58","","Back Extension (Ağırlıklı Hyperextension)",,"",2,"normal",30,15,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Shoulder Press (Dambıl)",,"",1,"normal",30,8,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Shoulder Press (Dambıl)",,"",2,"normal",30,7,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Lateral Raise (Dambıl)",,"",0,"normal",14,12,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Lateral Raise (Dambıl)",,"",1,"normal",14,12,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Lateral Raise (Dambıl)",,"",2,"normal",14,12,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Face Pull",,"",0,"normal",40,9,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Face Pull",,"",2,"normal",40,9,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Hanging Leg Raise",,"",0,"normal",,13,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Hanging Leg Raise",,"",1,"normal",,13,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Hanging Leg Raise",,"",2,"normal",,14,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Yarım Mekik (Makine)",,"",0,"normal",45,8,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Yarım Mekik (Makine)",,"",1,"normal",45,9,,,
"Omuz/Karın","13 Ağu 2024, 12:06","13 Ağu 2024, 12:56","","Yarım Mekik (Makine)",,"",2,"normal",45,8,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Lat Pulldown (Cable)",,"",2,"normal",70,9,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Iso-Lateral Row (Makine)",,"",0,"normal",85,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Iso-Lateral Row (Makine)",,"",1,"normal",85,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Iso-Lateral Row (Makine)",,"",2,"normal",85,7,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Bicep Curl (Dambıl)",,"",1,"normal",16,9,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Bicep Curl (Dambıl)",,"",2,"normal",16,9,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Hammer Curl (Dambıl)",,"",0,"normal",18,8,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Hammer Curl (Dambıl)",,"",1,"normal",18,10,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Hammer Curl (Dambıl)",,"",2,"normal",18,8,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Palms Up Wrist Curl",,"",0,"normal",27.5,25,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Palms Up Wrist Curl",,"",1,"normal",27.5,20,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Palms Up Wrist Curl",,"",2,"normal",27.5,20,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Wrist Extension (Bar)",,"",0,"normal",8,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Wrist Extension (Bar)",,"",1,"normal",8,12,,,
"Pull","12 Ağu 2024, 18:42","12 Ağu 2024, 19:49","","Oturarak Wrist Extension (Bar)",,"",2,"normal",8,12,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Incline Bench Press (Dambıl)",,"",0,"normal",34,9,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Incline Bench Press (Dambıl)",,"",3,"normal",34,8,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Butterfly (Pec Deck)",,"",0,"normal",55,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Butterfly (Pec Deck)",,"",1,"normal",55,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Butterfly (Pec Deck)",,"",2,"normal",55,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Butterfly (Pec Deck)",,"",3,"normal",55,9,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Skullcrusher (Bar)",,"",0,"normal",20,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Skullcrusher (Bar)",,"",2,"normal",20,10,,,
"Göğüs","11 Ağu 2024, 15:55","11 Ağu 2024, 16:38","","Skullcrusher (Bar)",,"",3,"normal",20,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Shoulder Press (Dambıl)",,"",1,"normal",30,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Shoulder Press (Dambıl)",,"",2,"normal",30,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Lateral Raise (Dambıl)",,"",0,"normal",14,12,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Lateral Raise (Dambıl)",,"",1,"normal",14,12,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Lateral Raise (Dambıl)",,"",2,"normal",14,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Face Pull",,"",0,"normal",40,12,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Face Pull",,"",1,"normal",40,12,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Face Pull",,"",2,"normal",40,11,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Hanging Leg Raise",,"",0,"normal",,12,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Hanging Leg Raise",,"",1,"normal",,13,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Hanging Leg Raise",,"",2,"normal",,13,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Yarım Mekik (Makine)",,"",0,"normal",45,10,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Yarım Mekik (Makine)",,"",1,"normal",45,9,,,
"Omuz/Karın","9 Ağu 2024, 14:22","9 Ağu 2024, 15:10","","Yarım Mekik (Makine)",,"",2,"normal",45,8,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Lat Pulldown (Cable)",,"",2,"normal",70,9,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Iso-Lateral Row (Makine)",,"",0,"normal",80,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Iso-Lateral Row (Makine)",,"",1,"normal",80,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Iso-Lateral Row (Makine)",,"",2,"normal",80,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,12,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Bicep Curl (Dambıl)",,"",0,"normal",16,9,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Bicep Curl (Dambıl)",,"",1,"normal",16,9,,,
"Pull","8 Ağu 2024, 12:12","8 Ağu 2024, 12:52","","Bicep Curl (Dambıl)",,"",2,"normal",16,9,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Incline Bench Press (Dambıl)",,"",0,"normal",34,9,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Incline Bench Press (Dambıl)",,"",3,"normal",34,8,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Butterfly (Pec Deck)",,"",1,"normal",55,10,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Butterfly (Pec Deck)",,"",2,"normal",55,9,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Butterfly (Pec Deck)",,"",3,"normal",55,8,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Skullcrusher (Bar)",,"",0,"normal",20,12,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Skullcrusher (Bar)",,"",2,"normal",20,10,,,
"Göğüs","7 Ağu 2024, 17:21","7 Ağu 2024, 18:02","","Skullcrusher (Bar)",,"",3,"normal",20,10,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Shoulder Press (Dambıl)",,"",1,"normal",30,10,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Shoulder Press (Dambıl)",,"",2,"normal",30,11,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Single Arm Lateral Raise (Cable)",,"",0,"normal",3.75,10,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Single Arm Lateral Raise (Cable)",,"",1,"normal",3.75,10,,,
"Omuz/Karın","5 Ağu 2024, 18:35","5 Ağu 2024, 19:27","","Single Arm Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
